,Drug_ID,Drug,Y,CanonSmiles,Molecule,StandSmiles
1326,TOX24365,CC(C)(C)NC(N)=O,0.0,CC(C)(C)NC(N)=O,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54db10>,CC(C)(C)NC(N)=O
1327,TOX22299,CC(C)c1ccc(O)cc1,0.0,CC(C)c1ccc(O)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54db70>,CC(C)c1ccc(O)cc1
1328,TOX7494,Cc1cccc(N)c1N,0.0,Cc1cccc(N)c1N,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54dbd0>,Cc1cccc(N)c1N
1329,TOX7496,O=C([O-])COc1ccc(Cl)cc1Cl,0.0,O=C([O-])COc1ccc(Cl)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54dc30>,O=C(O)COc1ccc(Cl)cc1Cl
1330,TOX21289,CCCCCCCCCCCCCC[N+](C)(C)C,0.0,CCCCCCCCCCCCCC[N+](C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54dc90>,CCCCCCCCCCCCCC[N+](C)(C)C
1332,TOX24490,COC(=O)c1sccc1S(N)(=O)=O,0.0,COC(=O)c1sccc1S(N)(=O)=O,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54dd50>,COC(=O)c1sccc1S(N)(=O)=O
1333,TOX24491,NC(=O)CN1CCCC1=O,0.0,NC(=O)CN1CCCC1=O,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54ddb0>,NC(=O)CN1CCCC1=O
1334,TOX17728,O=C(c1ccccc1)c1ccc(O)c(O)c1O,0.0,O=C(c1ccccc1)c1ccc(O)c(O)c1O,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54de10>,O=C(c1ccccc1)c1ccc(O)c(O)c1O
1335,TOX27581,CCCCCOC(=O)CCCCC,0.0,CCCCCOC(=O)CCCCC,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54de70>,CCCCCOC(=O)CCCCC
1336,TOX1238,Oc1cccc(O)c1,0.0,Oc1cccc(O)c1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54ded0>,Oc1cccc(O)c1
1337,TOX27585,CC/C=C\CCOC(=O)C(C)C,0.0,CC/C=C\CCOC(=O)C(C)C,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54df30>,CC/C=C\CCOC(=O)C(C)C
1338,TOX27584,CCCCCC(=O)OCCc1ccccc1,0.0,CCCCCC(=O)OCCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54df90>,CCCCCC(=O)OCCc1ccccc1
1339,TOX27587,CC/C=C\CCCCCO,0.0,CC/C=C\CCCCCO,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54e030>,CC/C=C\CCCCCO
1340,TOX1231,Cc1cc(C)c(/N=N/c2c(O)c(S(=O)(=O)[O-])cc3cc(S(=O)(=O)[O-])ccc23)cc1C,0.0,Cc1cc(C)c(/N=N/c2c(O)c(S(=O)(=O)[O-])cc3cc(S(=O)(=O)[O-])ccc23)cc1C,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54e090>,Cc1cc(C)c(N=Nc2c(O)c(S(=O)(=O)O)cc3cc(S(=O)(=O)O)ccc23)cc1C
1341,TOX1237,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,0.0,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54e0f0>,COC(=O)C1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC
1342,TOX1235,CCN(CC)c1cc2[o+]c3cc(N(CC)CC)c(C)cc3c(-c3ccc(S(=O)(=O)[O-])cc3S(=O)(=O)[O-])c2cc1C,0.0,CCN(CC)c1cc2[o+]c3cc(N(CC)CC)c(C)cc3c(-c3ccc(S(=O)(=O)[O-])cc3S(=O)(=O)[O-])c2cc1C,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54e150>,CCN(CC)c1cc2[o+]c3cc(N(CC)CC)c(C)cc3c(-c3ccc(S(=O)(=O)O)cc3S(=O)(=O)[O-])c2cc1C
1343,TOX24498,CC[N+](C)(CC)CC,0.0,CC[N+](C)(CC)CC,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54e1b0>,CC[N+](C)(CC)CC
1344,TOX28493,CN1C(=O)N(c2ccccc2Br)Cc2cnc(Nc3ccc4c(c3)OCC(CO)O4)nc21,0.0,CN1C(=O)N(c2ccccc2Br)Cc2cnc(Nc3ccc4c(c3)OCC(CO)O4)nc21,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54e210>,CN1C(=O)N(c2ccccc2Br)Cc2cnc(Nc3ccc4c(c3)OCC(CO)O4)nc21
1345,TOX28496,CCN(CC)C(=O)c1cc(S(=O)(=O)Cc2ccccc2)c(N2CCC(c3ccccc3)CC2)cc1N(CC)CCN(C)C,0.0,CCN(CC)C(=O)c1cc(S(=O)(=O)Cc2ccccc2)c(N2CCC(c3ccccc3)CC2)cc1N(CC)CCN(C)C,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54e270>,CCN(CC)C(=O)c1cc(S(=O)(=O)Cc2ccccc2)c(N2CCC(c3ccccc3)CC2)cc1N(CC)CCN(C)C
1346,TOX28494,CS(=O)(=O)c1ccc([C@@H](C[C@H]2CCC(=O)C2)C(=O)Nc2cnccn2)cc1Cl,0.0,CS(=O)(=O)c1ccc([C@@H](C[C@H]2CCC(=O)C2)C(=O)Nc2cnccn2)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54e2d0>,CS(=O)(=O)c1ccc(C(C[C@H]2CCC(=O)C2)C(=O)Nc2cnccn2)cc1Cl
1347,TOX28495,CCCC[C@H]1CN(CC2CCOCC2)C(=O)OC12CCN(C1(C)CCN(C(=O)c3c(C)ncnc3C)CC1)CC2,0.0,CCCC[C@H]1CN(CC2CCOCC2)C(=O)OC12CCN(C1(C)CCN(C(=O)c3c(C)ncnc3C)CC1)CC2,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54e330>,CCCC[C@H]1CN(CC2CCOCC2)C(=O)OC12CCN(C1(C)CCN(C(=O)c3c(C)ncnc3C)CC1)CC2
1348,TOX21987,O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1,0.0,O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54e390>,O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1
1349,TOX1097,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,0.0,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54e3f0>,CN(C)C1C(=O)C(C(N)=O)C(=O)[C@@]2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12
1350,TOX21983,CCOC(=O)COC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],0.0,CCOC(=O)COC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54e450>,CCOC(=O)COC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-]
1351,TOX1093,C=CCOc1ccccc1OCC(O)CNC(C)C,0.0,C=CCOc1ccccc1OCC(O)CNC(C)C,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54e4b0>,C=CCOc1ccccc1OCC(O)CNC(C)C
1352,TOX21981,O=C(O)CF,0.0,O=C(O)CF,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54e510>,O=C(O)CF
1353,TOX24359,O=C1CCCCCCCCCCCCCCO1,0.0,O=C1CCCCCCCCCCCCCCO1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54e570>,O=C1CCCCCCCCCCCCCCO1
1354,TOX28678,COc1ccc(C2NC(=S)N3C(c4ccc(OC)c(OC)c4)NC(=S)N23)cc1OC,0.0,COc1ccc(C2NC(=S)N3C(c4ccc(OC)c(OC)c4)NC(=S)N23)cc1OC,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54e5d0>,COc1ccc(C2NC(=S)N3C(c4ccc(OC)c(OC)c4)NC(=S)N23)cc1OC
1355,TOX24355,c1ccc(CNCc2ccccc2)cc1,0.0,c1ccc(CNCc2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54e630>,c1ccc(CNCc2ccccc2)cc1
1356,TOX28677,COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4)CC3)c2cc1OC,0.0,COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4)CC3)c2cc1OC,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54e690>,COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4)CC3)c2cc1OC
1357,TOX24356,OCCNCc1ccccc1,0.0,OCCNCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54e6f0>,OCCNCc1ccccc1
1358,TOX28672,O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)s1,0.0,O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)s1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54e750>,O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)s1
1359,TOX28673,CN[C@@]1(c2ccccc2Cl)CCCCC1=O,0.0,CN[C@@]1(c2ccccc2Cl)CCCCC1=O,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54e7b0>,CN[C@@]1(c2ccccc2Cl)CCCCC1=O
1360,TOX28670,ClCCN(CCCl)CCCl,0.0,ClCCN(CCCl)CCCl,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54e810>,ClCCN(CCCl)CCCl
1361,TOX24352,COC(=O)Cc1ccccc1,0.0,COC(=O)Cc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54e870>,COC(=O)Cc1ccccc1
1362,TOX27910,CCCCCC[n+]1ccccc1,0.0,CCCCCC[n+]1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54e8d0>,CCCCCC[n+]1ccccc1
1363,TOX27916,CC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0,CC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54e930>,CC[N+]1(C)CCCC1
1364,TOX29306,CC[N+]1(C)CCCC1,0.0,CC[N+]1(C)CCCC1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54e990>,CC[N+]1(C)CCCC1
1365,TOX27915,CCCC[N+]1(C)CCCC1.N#CN=C=[N-],0.0,CCCC[N+]1(C)CCCC1.N#CN=C=[N-],<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54e9f0>,CCCC[N+]1(C)CCCC1
1366,TOX27918,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54ea50>,CCC[N+]1(C)CCCC1
1368,TOX26136,O=S(=O)(O)c1cc(I)c(O)c2ncccc12,0.0,O=S(=O)(O)c1cc(I)c(O)c2ncccc12,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54eb10>,O=S(=O)(O)c1cc(I)c(O)c2ncccc12
1369,TOX29346,CCCCCCCCCCCCCC/C(O)=N\C(CO)CCCCCCCCCCCCCC,0.0,CCCCCCCCCCCCCC/C(O)=N\C(CO)CCCCCCCCCCCCCC,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54eb70>,CCCCCCCCCCCCCCC(=O)NC(CO)CCCCCCCCCCCCCC
1370,TOX2762,CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,0.0,CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54ebd0>,CO[C@@]1(NC(O)=c2sc(=C(C(N)=O)C(=O)O)s2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21
1371,TOX2764,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,0.0,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54ec30>,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21
1372,TOX3490,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1,0.0,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54ec90>,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1
1373,TOX3492,CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)C1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1,0.0,CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)C1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54ecf0>,COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)C1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1
1374,TOX3495,C[n+]1ccccc1/C=N/O,0.0,C[n+]1ccccc1/C=N/O,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54ed50>,C[n+]1ccccc1C=NO
1375,TOX24227,CCCN[C@H]1CCc2nc(N)sc2C1,0.0,CCCN[C@H]1CCc2nc(N)sc2C1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54edb0>,CCCN[C@H]1CCc2nc(N)sc2C1
1376,TOX3497,CC(C(=O)O)c1ccc2c(c1)Cc1cccnc1O2,0.0,CC(C(=O)O)c1ccc2c(c1)Cc1cccnc1O2,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54ee10>,CC(C(=O)O)c1ccc2c(c1)Cc1cccnc1O2
1377,TOX6472,O=C(Cl)CCl,0.0,O=C(Cl)CCl,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54ee70>,O=C(Cl)CCl
1378,TOX2541,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,0.0,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54eed0>,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O
1379,TOX2540,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,0.0,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54ef30>,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
1380,TOX2543,CC(=O)Nc1ccccc1,0.0,CC(=O)Nc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54ef90>,CC(=O)Nc1ccccc1
1382,TOX5269,CCNc1cc(O)ccc1C,0.0,CCNc1cc(O)ccc1C,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54f090>,CCNc1cc(O)ccc1C
1383,TOX621,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,0.0,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54f0f0>,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1
1385,TOX625,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,0.0,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54f1b0>,CC(C)(C)NC(=O)C1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C
1387,TOX627,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,0.0,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54f270>,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
1388,TOX3054,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,0.0,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54f2d0>,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F
1389,TOX629,O=C(Nc1ccc2c(c1)Cc1ccccc1-2)C(F)(F)F,0.0,O=C(Nc1ccc2c(c1)Cc1ccccc1-2)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54f330>,O=C(Nc1ccc2c(c1)Cc1ccccc1-2)C(F)(F)F
1390,TOX628,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,0.0,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54f390>,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1
1391,TOX12578,CS/C(C)=N/OC(=O)N(C)SN(C)C(=O)O/N=C(\C)SC,0.0,CS/C(C)=N/OC(=O)N(C)SN(C)C(=O)O/N=C(\C)SC,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54f3f0>,CS/C(C)=N/OC(=O)N(C)SN(C)C(=O)O/N=C(\C)SC
1392,TOX12579,CCCCOCCOC(=O)COc1nc(Cl)c(Cl)cc1Cl,0.0,CCCCOCCOC(=O)COc1nc(Cl)c(Cl)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54f450>,CCCCOCCOC(=O)COc1nc(Cl)c(Cl)cc1Cl
1393,TOX12577,Cc1c(F)c(F)c(COC(=O)C2C(/C=C(\Cl)C(F)(F)F)C2(C)C)c(F)c1F,0.0,Cc1c(F)c(F)c(COC(=O)C2C(/C=C(\Cl)C(F)(F)F)C2(C)C)c(F)c1F,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54f4b0>,Cc1c(F)c(F)c(COC(=O)C2C(/C=C(\Cl)C(F)(F)F)C2(C)C)c(F)c1F
1394,TOX12572,C#CCC1=C(C)[C@H](OC(=O)[C@H]2[C@H](C=C(C)C)C2(C)C)CC1=O,0.0,C#CCC1=C(C)[C@H](OC(=O)[C@H]2[C@H](C=C(C)C)C2(C)C)CC1=O,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54f510>,C#CCC1=C(C)[C@H](OC(=O)C2[C@H](C=C(C)C)C2(C)C)CC1=O
1395,TOX6519,CCCCOC(=O)c1ccccc1C(=O)OCC(CC)CCCC,0.0,CCCCOC(=O)c1ccccc1C(=O)OCC(CC)CCCC,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54f570>,CCCCOC(=O)c1ccccc1C(=O)OCC(CC)CCCC
1396,TOX25409,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O,0.0,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54f5d0>,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O
1397,TOX6512,CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCC,0.0,CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCC,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54f630>,CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCC
1398,TOX25405,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21,0.0,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54f690>,CC1c2cccc(O)c2C(=O)C2C(=O)[C@]3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)[C@@H]3[C@@H](O)[C@@H]21
1399,TOX6514,O=C1NC(=O)c2ccccc21,0.0,O=C1NC(=O)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54f6f0>,O=C1NC(=O)c2ccccc21
1400,TOX6515,O=C1OC(=O)C2CCCCC12,0.0,O=C1OC(=O)C2CCCCC12,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54f750>,Oc1oc(O)c2c1CCCC2
1401,TOX14669,C#CCN1CC(=O)N(COC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)C1=O,0.0,C#CCN1CC(=O)N(COC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)C1=O,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54f7b0>,C#CCn1cc(O)n(COC(=O)C2[C@@H](C=C(C)C)C2(C)C)c1=O
1402,TOX4151,C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl,0.0,C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54f810>,C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl
1403,TOX14664,COCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(C(=O)O)c1,0.0,COCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(C(=O)O)c1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54f870>,COCc1cnc(C2=NC(=O)C(C)(C(C)C)N2)c(C(=O)O)c1
1404,TOX14665,CC(C)C1(C)N=C(c2ncccc2C(=O)O)NC1=O,0.0,CC(C)C1(C)N=C(c2ncccc2C(=O)O)NC1=O,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54f8d0>,CC(C)C1(C)N=C(c2ncccc2C(=O)O)NC1=O
1405,TOX199,CCBr,0.0,CCBr,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54f930>,CCBr
1406,TOX193,O=[N+]([O-])c1cc(N(CCO)CCO)ccc1NCCO,0.0,O=[N+]([O-])c1cc(N(CCO)CCO)ccc1NCCO,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54f990>,O=[N+]([O-])c1cc(N(CCO)CCO)ccc1NCCO
1407,TOX197,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,0.0,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54f9f0>,CC(C)CC1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)C3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12
1408,TOX3143,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,0.0,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54fa50>,C[C@@H](O)C1C(=O)N2C(C(=O)O)=C(SCCN=CN)C[C@H]12
1409,TOX22424,Nc1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1,1.0,Nc1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54fab0>,Nc1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1
1410,TOX3632,O=C(O)[C@H](O)[C@@H](O)C(=O)O,0.0,O=C(O)[C@H](O)[C@@H](O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54fb10>,O=C(O)C(O)C(O)C(=O)O
1411,TOX3149,CC(=O)N(CC(C)C(=O)O)c1c(I)cc(I)c(N)c1I,0.0,CC(=O)N(CC(C)C(=O)O)c1c(I)cc(I)c(N)c1I,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e54fb70>,CC(=O)N(CC(C)C(=O)O)c1c(I)cc(I)c(N)c1I
